rater,construct,construct_origin,element,rating,left,right
M1,C_M4_2,M4,E1,3,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M1,C_M4_2,M4,E2,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M1,C_M4_2,M4,E3,7,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M1,C_M4_2,M4,E4,3,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M1,C_M4_2,M4,E5,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M1,C_M4_3,M4,E1,3,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M1,C_M4_3,M4,E2,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M1,C_M4_3,M4,E3,7,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M1,C_M4_3,M4,E4,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M1,C_M4_3,M4,E5,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M1,C_M5_1,M5,E1,3,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M1,C_M5_1,M5,E2,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M1,C_M5_1,M5,E3,7,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M1,C_M5_1,M5,E4,2,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M1,C_M5_1,M5,E5,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M1,C_M5_2,M5,E1,4,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M1,C_M5_2,M5,E2,1,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M1,C_M5_2,M5,E3,4,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M1,C_M5_2,M5,E4,7,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M1,C_M5_2,M5,E5,2,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M1,C_M5_3,M5,E1,1,Critical outsider epistemology and ethics,Internal business constraint optimization
M1,C_M5_3,M5,E2,7,Critical outsider epistemology and ethics,Internal business constraint optimization
M1,C_M5_3,M5,E3,1,Critical outsider epistemology and ethics,Internal business constraint optimization
M1,C_M5_3,M5,E4,6,Critical outsider epistemology and ethics,Internal business constraint optimization
M1,C_M5_3,M5,E5,7,Critical outsider epistemology and ethics,Internal business constraint optimization
M2,C_M1_1,M1,E1,7,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M2,C_M1_1,M1,E2,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M2,C_M1_1,M1,E3,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M2,C_M1_1,M1,E4,2,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M2,C_M1_1,M1,E5,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M2,C_M1_2,M1,E1,7,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M2,C_M1_2,M1,E2,1,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M2,C_M1_2,M1,E3,2,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M2,C_M1_2,M1,E4,2,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M2,C_M1_2,M1,E5,1,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M2,C_M1_3,M1,E1,7,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M2,C_M1_3,M1,E2,1,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M2,C_M1_3,M1,E3,4,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M2,C_M1_3,M1,E4,2,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M2,C_M1_3,M1,E5,1,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M2,C_M2_1,M2,E1,7,Mastery-led category legitimation,Contrarian external stress-testing
M2,C_M2_1,M2,E2,2,Mastery-led category legitimation,Contrarian external stress-testing
M2,C_M2_1,M2,E3,4,Mastery-led category legitimation,Contrarian external stress-testing
M2,C_M2_1,M2,E4,1,Mastery-led category legitimation,Contrarian external stress-testing
M2,C_M2_1,M2,E5,2,Mastery-led category legitimation,Contrarian external stress-testing
M2,C_M2_2,M2,E1,7,Commercial utilization economics,Adversarial user validation
M2,C_M2_2,M2,E2,1,Commercial utilization economics,Adversarial user validation
M2,C_M2_2,M2,E3,4,Commercial utilization economics,Adversarial user validation
M2,C_M2_2,M2,E4,3,Commercial utilization economics,Adversarial user validation
M2,C_M2_2,M2,E5,1,Commercial utilization economics,Adversarial user validation
M2,C_M2_3,M2,E1,4,Mastery as market wedge,Accessibility as justice imperative
M2,C_M2_3,M2,E2,1,Mastery as market wedge,Accessibility as justice imperative
M2,C_M2_3,M2,E3,7,Mastery as market wedge,Accessibility as justice imperative
M2,C_M2_3,M2,E4,1,Mastery as market wedge,Accessibility as justice imperative
M2,C_M2_3,M2,E5,1,Mastery as market wedge,Accessibility as justice imperative
M2,C_M3_1,M3,E1,4,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M2,C_M3_1,M3,E2,1,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M2,C_M3_1,M3,E3,4,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M2,C_M3_1,M3,E4,7,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M2,C_M3_1,M3,E5,1,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M2,C_M3_2,M3,E1,7,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M2,C_M3_2,M3,E2,2,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M2,C_M3_2,M3,E3,3,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M2,C_M3_2,M3,E4,1,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M2,C_M3_2,M3,E5,2,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M2,C_M4_1,M4,E1,1,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M2,C_M4_1,M4,E2,3,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M2,C_M4_1,M4,E3,7,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M2,C_M4_1,M4,E4,4,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M2,C_M4_1,M4,E5,3,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M2,C_M4_2,M4,E1,4,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M2,C_M4_2,M4,E2,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M2,C_M4_2,M4,E3,7,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M2,C_M4_2,M4,E4,3,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M2,C_M4_2,M4,E5,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M2,C_M4_3,M4,E1,4,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M2,C_M4_3,M4,E2,3,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M2,C_M4_3,M4,E3,7,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M2,C_M4_3,M4,E4,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M2,C_M4_3,M4,E5,2,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M2,C_M5_1,M5,E1,4,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M2,C_M5_1,M5,E2,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M2,C_M5_1,M5,E3,7,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M2,C_M5_1,M5,E4,2,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M2,C_M5_1,M5,E5,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M2,C_M5_2,M5,E1,4,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M2,C_M5_2,M5,E2,1,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M2,C_M5_2,M5,E3,4,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M2,C_M5_2,M5,E4,7,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M2,C_M5_2,M5,E5,1,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M2,C_M5_3,M5,E1,1,Critical outsider epistemology and ethics,Internal business constraint optimization
M2,C_M5_3,M5,E2,7,Critical outsider epistemology and ethics,Internal business constraint optimization
M2,C_M5_3,M5,E3,2,Critical outsider epistemology and ethics,Internal business constraint optimization
M2,C_M5_3,M5,E4,6,Critical outsider epistemology and ethics,Internal business constraint optimization
M2,C_M5_3,M5,E5,7,Critical outsider epistemology and ethics,Internal business constraint optimization
M3,C_M1_1,M1,E1,7,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M3,C_M1_1,M1,E2,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M3,C_M1_1,M1,E3,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M3,C_M1_1,M1,E4,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M3,C_M1_1,M1,E5,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M3,C_M1_2,M1,E1,7,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M3,C_M1_2,M1,E2,1,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M3,C_M1_2,M1,E3,3,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_1,M1,E1,7,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M4,C_M1_1,M1,E2,2,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M4,C_M1_1,M1,E3,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M4,C_M1_1,M1,E4,2,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M4,C_M1_1,M1,E5,1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus
M4,C_M1_2,M1,E1,7,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_2,M1,E2,1,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_2,M1,E3,2,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_2,M1,E4,2,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_2,M1,E5,1,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic
M4,C_M1_3,M1,E1,7,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M4,C_M1_3,M1,E2,1,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M4,C_M1_3,M1,E3,4,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M4,C_M1_3,M1,E4,1,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M4,C_M1_3,M1,E5,1,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle
M4,C_M2_1,M2,E1,7,Mastery-led category legitimation,Contrarian external stress-testing
M4,C_M2_1,M2,E2,1,Mastery-led category legitimation,Contrarian external stress-testing
M4,C_M2_1,M2,E3,4,Mastery-led category legitimation,Contrarian external stress-testing
M4,C_M2_1,M2,E4,1,Mastery-led category legitimation,Contrarian external stress-testing
M4,C_M2_1,M2,E5,1,Mastery-led category legitimation,Contrarian external stress-testing
M4,C_M2_2,M2,E1,7,Commercial utilization economics,Adversarial user validation
M4,C_M2_2,M2,E2,1,Commercial utilization economics,Adversarial user validation
M4,C_M2_2,M2,E3,4,Commercial utilization economics,Adversarial user validation
M4,C_M2_2,M2,E4,3,Commercial utilization economics,Adversarial user validation
M4,C_M2_2,M2,E5,1,Commercial utilization economics,Adversarial user validation
M4,C_M2_3,M2,E1,4,Mastery as market wedge,Accessibility as justice imperative
M4,C_M2_3,M2,E2,1,Mastery as market wedge,Accessibility as justice imperative
M4,C_M2_3,M2,E3,7,Mastery as market wedge,Accessibility as justice imperative
M4,C_M2_3,M2,E4,1,Mastery as market wedge,Accessibility as justice imperative
M4,C_M2_3,M2,E5,1,Mastery as market wedge,Accessibility as justice imperative
M4,C_M3_1,M3,E1,5,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M4,C_M3_1,M3,E2,1,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M4,C_M3_1,M3,E3,4,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M4,C_M3_1,M3,E4,7,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M4,C_M3_1,M3,E5,1,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief
M4,C_M3_2,M3,E1,7,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M4,C_M3_2,M3,E2,1,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M4,C_M3_2,M3,E3,3,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M4,C_M3_2,M3,E4,1,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M4,C_M3_2,M3,E5,1,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing
M4,C_M4_1,M4,E1,1,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M4,C_M4_1,M4,E2,3,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M4,C_M4_1,M4,E3,7,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M4,C_M4_1,M4,E4,1,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M4,C_M4_1,M4,E5,2,External validation against skeptical scrutiny,Ethical commitment to marginalized users
M4,C_M4_2,M4,E1,4,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M4,C_M4_2,M4,E2,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M4,C_M4_2,M4,E3,7,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M4,C_M4_2,M4,E4,5,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M4,C_M4_2,M4,E5,1,Data-driven commercial sustainability logic,Humanist-ethicist values framework
M4,C_M4_3,M4,E1,4,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M4,C_M4_3,M4,E2,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M4,C_M4_3,M4,E3,7,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M4,C_M4_3,M4,E4,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M4,C_M4_3,M4,E5,1,Strategic market positioning for legitimacy,Justice-centered design for equitable access
M4,C_M5_1,M5,E1,4,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M4,C_M5_1,M5,E2,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M4,C_M5_1,M5,E3,7,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M4,C_M5_1,M5,E4,2,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M4,C_M5_1,M5,E5,1,Commercial viability and market mechanics,Distributive justice and accessibility ethics
M4,C_M5_2,M5,E1,6,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M4,C_M5_2,M5,E2,1,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M4,C_M5_2,M5,E3,4,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M4,C_M5_2,M5,E4,7,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M4,C_M5_2,M5,E5,1,Behavioral retention and usage economics,Symbolic legitimacy and category positioning
M4,C_M5_3,M5,E1,1,Critical outsider epistemology and ethics,Internal business constraint optimization
M4,C_M5_3,M5,E2,7,Critical outsider epistemology and ethics,Internal business constraint optimization
M4,C_M5_3,M5,E3,2,Critical outsider epistemology and ethics,Internal business constraint optimization
M4,C_M5_3,M5,E4,5,Critical outsider epistemology and ethics,Internal business constraint optimization
M4,C_M5_3,M5,E5,7,Critical outsider epistemology and ethics,Internal business constraint optimization
