rater,construct,construct_origin,element,rating,left,right
M2,C_M2_1,M2,E2,1,SOFA-based operational justification,Pure ethical scarcity framing
M2,C_M2_1,M2,E3,1,SOFA-based operational justification,Pure ethical scarcity framing
M2,C_M2_1,M2,E4,3,SOFA-based operational justification,Pure ethical scarcity framing
M2,C_M2_1,M2,E5,6,SOFA-based operational justification,Pure ethical scarcity framing
M2,C_M2_2,M2,E1,4,Explicit life-maximization mandate,Worth-neutral bedside question
M2,C_M2_2,M2,E2,3,Explicit life-maximization mandate,Worth-neutral bedside question
M2,C_M2_2,M2,E3,2,Explicit life-maximization mandate,Worth-neutral bedside question
M2,C_M2_2,M2,E4,1,Explicit life-maximization mandate,Worth-neutral bedside question
M2,C_M2_2,M2,E5,7,Explicit life-maximization mandate,Worth-neutral bedside question
M2,C_M2_3,M2,E1,6,Procedural auditability and legal defensibility,Moral case for saving most lives
M2,C_M2_3,M2,E2,1,Procedural auditability and legal defensibility,Moral case for saving most lives
M2,C_M2_3,M2,E3,6,Procedural auditability and legal defensibility,Moral case for saving most lives
M2,C_M2_3,M2,E4,7,Procedural auditability and legal defensibility,Moral case for saving most lives
M2,C_M2_3,M2,E5,6,Procedural auditability and legal defensibility,Moral case for saving most lives
M2,C_M3_1,M3,E1,1,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M2,C_M3_1,M3,E2,1,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M2,C_M3_1,M3,E3,5,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M2,C_M3_1,M3,E4,7,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M2,C_M3_1,M3,E5,7,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M2,C_M3_2,M3,E1,2,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M2,C_M3_2,M3,E2,1,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M2,C_M3_2,M3,E3,1,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M2,C_M3_2,M3,E4,2,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M2,C_M3_2,M3,E5,6,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M2,C_M4_1,M4,E1,7,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M2,C_M4_1,M4,E2,2,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M2,C_M4_1,M4,E3,2,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M2,C_M4_1,M4,E4,4,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M2,C_M4_1,M4,E5,5,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M2,C_M4_2,M4,E1,6,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M2,C_M4_2,M4,E2,1,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M2,C_M4_2,M4,E3,2,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M2,C_M4_2,M4,E4,5,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M2,C_M4_2,M4,E5,7,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M2,C_M4_3,M4,E1,7,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M2,C_M4_3,M4,E2,2,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M2,C_M4_3,M4,E3,2,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M2,C_M4_3,M4,E4,4,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M2,C_M4_3,M4,E5,5,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M2,C_M5_1,M5,E1,2,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M2,C_M5_1,M5,E2,1,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M2,C_M5_1,M5,E3,5,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M2,C_M5_1,M5,E4,7,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M2,C_M5_1,M5,E5,6,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M2,C_M5_2,M5,E1,2,Clinical medical instrumentality,Philosophical ethical inquiry
M2,C_M5_2,M5,E2,1,Clinical medical instrumentality,Philosophical ethical inquiry
M2,C_M5_2,M5,E3,1,Clinical medical instrumentality,Philosophical ethical inquiry
M2,C_M5_2,M5,E4,3,Clinical medical instrumentality,Philosophical ethical inquiry
M2,C_M5_2,M5,E5,6,Clinical medical instrumentality,Philosophical ethical inquiry
M2,C_M5_3,M5,E1,6,Substantive ethical justification,Institutional accountability mechanisms
M2,C_M5_3,M5,E2,2,Substantive ethical justification,Institutional accountability mechanisms
M2,C_M5_3,M5,E3,3,Substantive ethical justification,Institutional accountability mechanisms
M2,C_M5_3,M5,E4,4,Substantive ethical justification,Institutional accountability mechanisms
M2,C_M5_3,M5,E5,7,Substantive ethical justification,Institutional accountability mechanisms
M3,C_M2_1,M2,E1,2,SOFA-based operational justification,Pure ethical scarcity framing
M3,C_M2_1,M2,E2,1,SOFA-based operational justification,Pure ethical scarcity framing
M3,C_M2_1,M2,E3,1,SOFA-based operational justification,Pure ethical scarcity framing
M3,C_M2_1,M2,E4,3,SOFA-based operational justification,Pure ethical scarcity framing
M3,C_M2_1,M2,E5,7,SOFA-based operational justification,Pure ethical scarcity framing
M3,C_M2_2,M2,E1,4,Explicit life-maximization mandate,Worth-neutral bedside question
M3,C_M2_2,M2,E2,4,Explicit life-maximization mandate,Worth-neutral bedside question
M3,C_M2_2,M2,E3,1,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_1,M2,E1,5,SOFA-based operational justification,Pure ethical scarcity framing
M4,C_M2_1,M2,E2,1,SOFA-based operational justification,Pure ethical scarcity framing
M4,C_M2_1,M2,E3,1,SOFA-based operational justification,Pure ethical scarcity framing
M4,C_M2_1,M2,E4,1,SOFA-based operational justification,Pure ethical scarcity framing
M4,C_M2_1,M2,E5,7,SOFA-based operational justification,Pure ethical scarcity framing
M4,C_M2_2,M2,E1,4,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_2,M2,E2,3,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_2,M2,E3,1,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_2,M2,E4,1,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_2,M2,E5,7,Explicit life-maximization mandate,Worth-neutral bedside question
M4,C_M2_3,M2,E1,3,Procedural auditability and legal defensibility,Moral case for saving most lives
M4,C_M2_3,M2,E2,1,Procedural auditability and legal defensibility,Moral case for saving most lives
M4,C_M2_3,M2,E3,7,Procedural auditability and legal defensibility,Moral case for saving most lives
M4,C_M2_3,M2,E4,7,Procedural auditability and legal defensibility,Moral case for saving most lives
M4,C_M2_3,M2,E5,5,Procedural auditability and legal defensibility,Moral case for saving most lives
M4,C_M3_1,M3,E1,1,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M4,C_M3_1,M3,E2,1,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M4,C_M3_1,M3,E3,3,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M4,C_M3_1,M3,E4,6,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M4,C_M3_1,M3,E5,7,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life
M4,C_M3_2,M3,E1,5,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M4,C_M3_2,M3,E2,1,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M4,C_M3_2,M3,E3,1,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M4,C_M3_2,M3,E4,1,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M4,C_M3_2,M3,E5,7,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning
M4,C_M4_1,M4,E1,7,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M4,C_M4_1,M4,E2,3,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M4,C_M4_1,M4,E3,2,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M4,C_M4_1,M4,E4,1,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M4,C_M4_1,M4,E5,3,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle."
M4,C_M4_2,M4,E1,4,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M4,C_M4_2,M4,E2,1,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M4,C_M4_2,M4,E3,6,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M4,C_M4_2,M4,E4,6,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M4,C_M4_2,M4,E5,7,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation."
M4,C_M4_3,M4,E1,1,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M4,C_M4_3,M4,E2,6,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M4,C_M4_3,M4,E3,6,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M4,C_M4_3,M4,E4,6,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M4,C_M4_3,M4,E5,4,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust."
M4,C_M5_1,M5,E1,2,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M4,C_M5_1,M5,E2,2,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M4,C_M5_1,M5,E3,7,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M4,C_M5_1,M5,E4,7,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M4,C_M5_1,M5,E5,4,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate
M4,C_M5_2,M5,E1,2,Clinical medical instrumentality,Philosophical ethical inquiry
M4,C_M5_2,M5,E2,1,Clinical medical instrumentality,Philosophical ethical inquiry
M4,C_M5_2,M5,E3,1,Clinical medical instrumentality,Philosophical ethical inquiry
M4,C_M5_2,M5,E4,1,Clinical medical instrumentality,Philosophical ethical inquiry
M4,C_M5_2,M5,E5,7,Clinical medical instrumentality,Philosophical ethical inquiry
M4,C_M5_3,M5,E1,6,Substantive ethical justification,Institutional accountability mechanisms
M4,C_M5_3,M5,E2,7,Substantive ethical justification,Institutional accountability mechanisms
M4,C_M5_3,M5,E3,2,Substantive ethical justification,Institutional accountability mechanisms
M4,C_M5_3,M5,E4,1,Substantive ethical justification,Institutional accountability mechanisms
M4,C_M5_3,M5,E5,1,Substantive ethical justification,Institutional accountability mechanisms
