rater,construct,construct_origin,element,rating,left,right
M1,C_M4_2,M4,E2,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M1,C_M4_2,M4,E3,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M1,C_M4_2,M4,E4,7,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M1,C_M4_2,M4,E5,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M1,C_M4_3,M4,E1,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M1,C_M4_3,M4,E2,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M1,C_M4_3,M4,E3,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M1,C_M4_3,M4,E4,7,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M1,C_M4_3,M4,E5,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M2,C_M1_1,M1,E1,7,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M2,C_M1_1,M1,E2,6,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M2,C_M1_1,M1,E3,1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M2,C_M1_1,M1,E4,6,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M2,C_M1_1,M1,E5,1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M2,C_M1_2,M1,E1,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M2,C_M1_2,M1,E2,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M2,C_M1_2,M1,E3,2,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M2,C_M1_2,M1,E4,7,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M2,C_M1_2,M1,E5,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M2,C_M1_3,M1,E1,1,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M2,C_M1_3,M1,E2,6,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M2,C_M1_3,M1,E3,2,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M2,C_M1_3,M1,E4,7,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M2,C_M1_3,M1,E5,5,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M2,C_M2_1,M2,E1,2,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M2,C_M2_1,M2,E2,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M2,C_M2_1,M2,E3,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M2,C_M2_1,M2,E4,7,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M2,C_M2_1,M2,E5,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M2,C_M2_2,M2,E1,3,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M2,C_M2_2,M2,E2,1,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M2,C_M2_2,M2,E3,1,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M2,C_M2_2,M2,E4,5,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M2,C_M2_2,M2,E5,7,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M2,C_M2_3,M2,E1,1,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M2,C_M2_3,M2,E2,1,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M2,C_M2_3,M2,E3,3,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M2,C_M2_3,M2,E4,4,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M2,C_M2_3,M2,E5,7,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M2,C_M3_1,M3,E1,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M2,C_M3_1,M3,E2,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M3,C_M1_1,M1,E1,7,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M3,C_M1_1,M1,E2,6,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M3,C_M1_1,M1,E3,1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M3,C_M1_1,M1,E4,4,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M3,C_M1_1,M1,E5,1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M3,C_M1_2,M1,E1,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M3,C_M1_2,M1,E2,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M3,C_M1_2,M1,E3,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_1,M1,E1,6,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M4,C_M1_1,M1,E2,7,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M4,C_M1_1,M1,E3,2,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M4,C_M1_1,M1,E4,4,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M4,C_M1_1,M1,E5,1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit
M4,C_M1_2,M1,E1,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_2,M1,E2,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_2,M1,E3,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_2,M1,E4,7,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_2,M1,E5,1,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration
M4,C_M1_3,M1,E1,1,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M4,C_M1_3,M1,E2,6,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M4,C_M1_3,M1,E3,2,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M4,C_M1_3,M1,E4,7,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M4,C_M1_3,M1,E5,2,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic
M4,C_M2_1,M2,E1,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M4,C_M2_1,M2,E2,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M4,C_M2_1,M2,E3,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M4,C_M2_1,M2,E4,7,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M4,C_M2_1,M2,E5,1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue
M4,C_M2_2,M2,E1,5,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M4,C_M2_2,M2,E2,1,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M4,C_M2_2,M2,E3,2,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M4,C_M2_2,M2,E4,4,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M4,C_M2_2,M2,E5,7,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction
M4,C_M2_3,M2,E1,2,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M4,C_M2_3,M2,E2,1,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M4,C_M2_3,M2,E3,4,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M4,C_M2_3,M2,E4,4,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M4,C_M2_3,M2,E5,7,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story
M4,C_M3_1,M3,E1,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M4,C_M3_1,M3,E2,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M4,C_M3_1,M3,E3,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M4,C_M3_1,M3,E4,7,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M4,C_M3_1,M3,E5,1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration
M4,C_M3_2,M3,E1,6,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative
M4,C_M3_2,M3,E2,1,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative
M4,C_M3_2,M3,E3,2,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative
M4,C_M3_2,M3,E4,7,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative
M4,C_M3_2,M3,E5,7,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative
M4,C_M4_1,M4,E1,1,Craft mastery and functional precision,Mental wellness and digital detox
M4,C_M4_1,M4,E2,1,Craft mastery and functional precision,Mental wellness and digital detox
M4,C_M4_1,M4,E3,1,Craft mastery and functional precision,Mental wellness and digital detox
M4,C_M4_1,M4,E4,7,Craft mastery and functional precision,Mental wellness and digital detox
M4,C_M4_1,M4,E5,1,Craft mastery and functional precision,Mental wellness and digital detox
M4,C_M4_2,M4,E1,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M4,C_M4_2,M4,E2,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M4,C_M4_2,M4,E3,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M4,C_M4_2,M4,E4,7,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M4,C_M4_2,M4,E5,1,Committed skill investors and tool respect,Screen-weary seekers of emotional relief
M4,C_M4_3,M4,E1,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M4,C_M4_3,M4,E2,2,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M4,C_M4_3,M4,E3,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M4,C_M4_3,M4,E4,7,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
M4,C_M4_3,M4,E5,1,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued
