cell_id,task,condition,run_idx,phase,model_short_name,persona_or_neutral,model_id_used,used_fallback,attempts,latency_ms,timestamp_iso,prompt_tokens,completion_tokens,cost_usd
A_N_run4,A,N,4,phase4_ratings,M3,neutral,google/gemini-3.1-pro-preview,False,1,20055,2026-05-21T02:01:18.102306,1132,2496,0.032216
A_N_run4,A,N,4,phase4_ratings,M4,neutral,deepseek/deepseek-v4-pro,False,1,307152,2026-05-21T02:01:38.181644,1094,9345,0.00860604
A_N_run4,A,N,4,phase4_ratings,M5,neutral,moonshotai/kimi-k2.5,True,5,181626,2026-05-21T02:06:45.359487,1090,6733,0.013228700000000001
A_N_run5,A,N,5,phase1_freeresponse,M1,neutral,anthropic/claude-opus-4.7,False,1,19227,2026-05-21T02:15:43.817015,573,800,0.022865
A_N_run5,A,N,5,phase1_freeresponse,M2,neutral,openai/gpt-5.5,False,1,13175,2026-05-21T02:16:03.062938,352,506,0.01694
A_N_run5,A,N,5,phase1_freeresponse,M3,neutral,google/gemini-3.1-pro-preview,False,1,17345,2026-05-21T02:16:16.260266,363,1637,0.020370000000000003
A_N_run5,A,N,5,phase1_freeresponse,M4,neutral,deepseek/deepseek-v4-pro,False,2,23523,2026-05-21T02:16:33.626287,346,1013,0.0010318200000000001
A_N_run5,A,N,5,phase1_freeresponse,M5,neutral,moonshotai/kimi-k2.6,False,1,60252,2026-05-21T02:17:00.974643,357,2036,0.0073662499999999995
A_N_run5,A,N,5,phase3_constructs,M1,neutral,anthropic/claude-opus-4.7,False,1,4192,2026-05-21T02:18:01.250132,1135,191,0.010450000000000001
A_N_run5,A,N,5,phase3_constructs,M2,neutral,openai/gpt-5.5,False,1,23722,2026-05-21T02:18:05.461702,727,1118,0.037175
A_N_run5,A,N,5,phase3_constructs,M3,neutral,google/gemini-3.1-pro-preview,False,1,15233,2026-05-21T02:18:29.205649,749,1996,0.02545
A_N_run5,A,N,5,phase3_constructs,M4,neutral,deepseek/deepseek-v4-pro,False,1,183892,2026-05-21T02:18:44.458995,729,8996,0.008143635
A_N_run5,A,N,5,phase3_constructs,M5,neutral,moonshotai/kimi-k2.5,True,5,161808,2026-05-21T02:21:48.372721,729,9591,0.0185145
A_N_run5,A,N,5,phase4_ratings,M1,neutral,anthropic/claude-opus-4.7,False,1,7864,2026-05-21T02:27:28.871519,1872,723,0.027435
A_N_run5,A,N,5,phase4_ratings,M2,neutral,openai/gpt-5.4,True,4,5999,2026-05-21T02:27:36.755260,1204,603,0.012055000000000001
A_N_run5,A,N,5,phase4_ratings,M3,neutral,google/gemini-3.1-pro-preview,False,1,16202,2026-05-21T02:30:15.686276,1266,2496,0.032484
A_N_run5,A,N,5,phase4_ratings,M4,neutral,deepseek/deepseek-v4-flash,True,4,61709,2026-05-21T02:30:31.911205,1207,5346,0.001332688
A_N_run5,A,N,5,phase4_ratings,M5,neutral,moonshotai/kimi-k2.5,True,4,83119,2026-05-21T02:35:19.986336,1194,3103,0.0063733
A_P_run1,A,P,1,phase1_freeresponse,M1,Q,anthropic/claude-opus-4.7,False,1,21696,2026-05-21T00:40:12.666901,662,755,0.022185
A_P_run1,A,P,1,phase1_freeresponse,M2,S,openai/gpt-5.5,False,1,17114,2026-05-21T00:40:34.377881,402,506,0.01719
A_P_run1,A,P,1,phase1_freeresponse,M3,E,google/gemini-3.1-pro-preview,False,1,18405,2026-05-21T00:40:51.504841,411,1616,0.020214
A_P_run1,A,P,1,phase1_freeresponse,M4,H,deepseek/deepseek-v4-pro,False,1,18481,2026-05-21T00:41:09.919899,396,539,0.00064119
A_P_run1,A,P,1,phase1_freeresponse,M5,C,moonshotai/kimi-k2.6,False,1,20154,2026-05-21T00:41:28.415775,403,2297,0.00831072
A_P_run1,A,P,1,phase3_constructs,M1,Q,anthropic/claude-opus-4.7,False,1,4021,2026-05-21T00:41:48.590733,1029,187,0.00982
A_P_run1,A,P,1,phase3_constructs,M2,S,openai/gpt-5.5,False,1,14003,2026-05-21T00:41:52.626449,665,589,0.020995000000000003
A_P_run1,A,P,1,phase3_constructs,M3,E,google/gemini-3.1-pro-preview,False,1,19301,2026-05-21T00:42:06.641009,668,1996,0.025288
A_P_run1,A,P,1,phase3_constructs,M4,H,deepseek/deepseek-v4-pro,False,3,59143,2026-05-21T00:42:25.958200,664,2954,0.0028588199999999998
A_P_run1,A,P,1,phase3_constructs,M5,C,moonshotai/kimi-k2.5,True,4,165914,2026-05-21T00:45:13.110382,667,6979,0.0135269
A_P_run1,A,P,1,phase4_ratings,M1,Q,anthropic/claude-opus-4.7,False,1,7463,2026-05-21T00:50:49.470715,1701,663,0.025079999999999998
A_P_run1,A,P,1,phase4_ratings,M2,S,openai/gpt-5.5,False,1,24219,2026-05-21T00:50:56.949892,1086,1542,0.05169
A_P_run1,A,P,1,phase4_ratings,M3,E,google/gemini-3.1-pro-preview,False,1,19551,2026-05-21T00:51:21.182604,1132,2496,0.032216
A_P_run1,A,P,1,phase4_ratings,M4,H,deepseek/deepseek-v4-pro,False,1,241740,2026-05-21T00:51:40.747869,1081,7854,0.007303215000000001
A_P_run1,A,P,1,phase4_ratings,M5,C,moonshotai/kimi-k2.6,False,2,337869,2026-05-21T00:55:42.504700,1075,13371,0.04744954
A_P_run2,A,P,2,phase1_freeresponse,M1,Q,anthropic/claude-opus-4.7,False,1,20915,2026-05-21T02:39:31.959537,662,861,0.024835000000000003
A_P_run2,A,P,2,phase1_freeresponse,M2,S,openai/gpt-5.5,False,1,12993,2026-05-21T02:39:52.900450,402,579,0.01938
A_P_run2,A,P,2,phase1_freeresponse,M3,E,google/gemini-3.1-pro-preview,False,1,18415,2026-05-21T02:40:05.915225,411,1679,0.02097
A_P_run2,A,P,2,phase1_freeresponse,M4,H,deepseek/deepseek-v4-pro,False,1,50892,2026-05-21T02:40:24.362137,396,1653,0.00161037
A_P_run2,A,P,2,phase1_freeresponse,M5,C,moonshotai/kimi-k2.6,False,1,13220,2026-05-21T02:41:15.277274,403,2319,0.008387499999999999
A_P_run2,A,P,2,phase3_constructs,M1,Q,anthropic/claude-opus-4.7,False,1,3800,2026-05-21T02:41:28.524655,1190,184,0.01055
A_P_run2,A,P,2,phase3_constructs,M2,S,openai/gpt-5.5,False,1,19861,2026-05-21T02:41:32.349165,757,916,0.031265
A_P_run2,A,P,2,phase3_constructs,M3,E,google/gemini-3.1-pro-preview,False,1,17927,2026-05-21T02:41:52.234976,782,1996,0.025516
A_P_run2,A,P,2,phase3_constructs,M4,H,deepseek/deepseek-v4-pro,False,1,1894,2026-05-21T02:42:10.189489,762,86,0.00040629
A_P_run2,A,P,2,phase4_ratings,M1,Q,anthropic/claude-opus-4.7,False,1,8253,2026-05-21T02:51:36.268156,1978,723,0.027965000000000004
A_P_run2,A,P,2,phase4_ratings,M2,S,openai/gpt-5.5,False,1,30762,2026-05-21T02:51:44.548200,1255,2040,0.06747500000000001
A_P_run2,A,P,2,phase4_ratings,M3,E,google/gemini-3.1-pro-preview,False,1,21311,2026-05-21T02:52:15.332856,1325,2496,0.032602
A_P_run2,A,P,2,phase4_ratings,M4,H,deepseek/deepseek-v4-pro,False,1,7524,2026-05-21T02:52:36.667494,1255,600,0.001067925
A_P_run2,A,P,2,phase4_ratings,M5,C,moonshotai/kimi-k2.6,False,1,676371,2026-05-21T02:52:44.216681,1246,10947,0.03911461
A_P_run3,A,P,3,phase1_freeresponse,M1,Q,anthropic/claude-opus-4.7,False,1,20544,2026-05-21T03:04:00.657818,662,831,0.024085000000000002
A_P_run3,A,P,3,phase1_freeresponse,M2,S,openai/gpt-5.5,False,1,14153,2026-05-21T03:04:21.228353,402,542,0.01827
A_P_run3,A,P,3,phase1_freeresponse,M3,E,google/gemini-3.1-pro-preview,False,1,19312,2026-05-21T03:04:35.412584,411,1794,0.022350000000000002
A_P_run3,A,P,3,phase1_freeresponse,M4,H,deepseek/deepseek-v4-pro,False,1,46070,2026-05-21T03:04:54.748481,396,1747,0.0016921500000000001
A_P_run3,A,P,3,phase1_freeresponse,M5,C,moonshotai/kimi-k2.6,False,1,59327,2026-05-21T03:05:40.841091,403,1630,0.005982889999999999
A_P_run3,A,P,3,phase3_constructs,M1,Q,anthropic/claude-opus-4.7,False,1,4521,2026-05-21T03:06:40.194428,1199,229,0.011720000000000001
A_P_run3,A,P,3,phase3_constructs,M2,S,openai/gpt-5.5,False,1,25307,2026-05-21T03:06:44.743790,752,1110,0.03706
A_P_run3,A,P,3,phase3_constructs,M3,E,google/gemini-3.1-pro-preview,False,1,20074,2026-05-21T03:07:10.074780,759,1996,0.02547
A_P_run3,A,P,3,phase3_constructs,M4,H,deepseek/deepseek-v4-pro,False,1,53914,2026-05-21T03:07:30.173791,751,1767,0.001863975
A_P_run3,A,P,3,phase4_ratings,M1,Q,anthropic/claude-opus-4.7,False,1,7632,2026-05-21T03:16:29.253578,1977,663,0.02646
A_P_run3,A,P,3,phase4_ratings,M2,S,openai/gpt-5.5,False,1,26593,2026-05-21T03:16:36.914367,1233,1812,0.060524999999999995
A_P_run3,A,P,3,phase4_ratings,M3,E,google/gemini-3.1-pro-preview,False,1,21910,2026-05-21T03:17:03.535860,1281,2496,0.032514
A_P_run3,A,P,3,phase4_ratings,M4,H,deepseek/deepseek-v4-pro,False,1,246721,2026-05-21T03:17:25.472274,1233,7017,0.006641145
A_P_run4,A,P,4,phase1_freeresponse,M1,Q,anthropic/claude-opus-4.7,False,1,18772,2026-05-21T03:30:58.917301,662,801,0.023335
A_P_run4,A,P,4,phase1_freeresponse,M2,S,openai/gpt-5.5,False,1,12463,2026-05-21T03:31:17.715127,402,542,0.01827
A_P_run4,A,P,4,phase1_freeresponse,M3,E,google/gemini-3.1-pro-preview,False,1,17913,2026-05-21T03:31:30.204484,411,1650,0.020622
A_P_run4,A,P,4,phase1_freeresponse,M4,H,deepseek/deepseek-v4-pro,False,1,38399,2026-05-21T03:31:48.144286,396,1351,0.00134763
A_P_run4,A,P,4,phase1_freeresponse,M5,C,moonshotai/kimi-k2.6,False,1,71874,2026-05-21T03:32:26.570714,403,2597,0.00935772
A_P_run4,A,P,4,phase3_constructs,M1,Q,anthropic/claude-opus-4.7,False,1,4804,2026-05-21T03:33:38.475252,942,185,0.009335000000000001
A_P_run4,A,P,4,phase3_constructs,M2,S,openai/gpt-5.5,False,1,25544,2026-05-21T03:33:43.308788,613,1113,0.036455
A_P_run4,A,P,4,phase3_constructs,M3,E,google/gemini-3.1-pro-preview,False,1,20431,2026-05-21T03:34:08.881966,618,1996,0.025188000000000002
A_P_run4,A,P,4,phase3_constructs,M4,H,deepseek/deepseek-v4-pro,False,2,120720,2026-05-21T03:34:29.345694,611,3294,0.003131565
A_P_run4,A,P,4,phase3_constructs,M5,C,moonshotai/kimi-k2.5,True,5,54255,2026-05-21T03:37:38.370729,617,2067,0.0041741
A_P_run4,A,P,4,phase4_ratings,M1,Q,anthropic/claude-opus-4.7,False,1,8800,2026-05-21T03:40:48.832077,1658,723,0.026365
A_P_run4,A,P,4,phase4_ratings,M2,S,openai/gpt-5.5,False,1,24018,2026-05-21T03:40:57.660806,1087,1773,0.058625000000000003
A_P_run4,A,P,4,phase4_ratings,M3,E,google/gemini-3.1-pro-preview,False,1,20920,2026-05-21T03:41:21.712518,1134,2496,0.03222
A_P_run4,A,P,4,phase4_ratings,M4,H,deepseek/deepseek-v4-pro,False,1,7802,2026-05-21T03:41:42.660801,1085,600,0.000993975
A_P_run5,A,P,5,phase1_freeresponse,M1,Q,anthropic/claude-opus-4.7,False,1,19543,2026-05-21T03:48:26.526776,662,871,0.025085000000000003
A_P_run5,A,P,5,phase1_freeresponse,M2,S,openai/gpt-5.5,False,1,10348,2026-05-21T03:48:46.100752,402,540,0.01821
A_P_run5,A,P,5,phase1_freeresponse,M3,E,google/gemini-3.1-pro-preview,False,1,16417,2026-05-21T03:48:56.475901,411,1571,0.019674
A_P_run5,A,P,5,phase1_freeresponse,M4,H,deepseek/deepseek-v4-pro,False,1,43625,2026-05-21T03:49:12.928543,396,1319,0.0013197900000000002
A_P_run5,A,P,5,phase1_freeresponse,M5,C,moonshotai/kimi-k2.6,False,1,36937,2026-05-21T03:49:56.584481,403,2341,0.00846428
A_P_run5,A,P,5,phase3_constructs,M1,Q,anthropic/claude-opus-4.7,False,1,4436,2026-05-21T03:50:33.552905,1072,206,0.01051
A_P_run5,A,P,5,phase3_constructs,M2,S,openai/gpt-5.5,False,1,23996,2026-05-21T03:50:38.017638,687,1042,0.034695000000000004
A_P_run5,A,P,5,phase3_constructs,M3,E,google/gemini-3.1-pro-preview,False,1,21270,2026-05-21T03:51:02.044027,690,1996,0.025332
A_P_run5,A,P,5,phase3_constructs,M4,H,deepseek/deepseek-v4-flash,True,4,2099,2026-05-21T03:51:23.347532,687,85,9.5984e-05
A_P_run5,A,P,5,phase3_constructs,M5,C,moonshotai/kimi-k2.6,False,1,1397146,2026-05-21T03:54:53.604097,688,12578,0.04439946
A_P_run5,A,P,5,phase4_ratings,M1,Q,anthropic/claude-opus-4.7,False,1,9133,2026-05-21T04:18:10.812543,2063,843,0.03139
A_P_run5,A,P,5,phase4_ratings,M2,S,openai/gpt-5.5,False,1,36131,2026-05-21T04:18:19.980150,1314,2243,0.07386000000000001
A_P_run5,A,P,5,phase4_ratings,M3,E,google/gemini-3.1-pro-preview,False,1,25777,2026-05-21T04:18:56.143284,1372,2496,0.032696
A_P_run5,A,P,5,phase4_ratings,M4,H,deepseek/deepseek-v4-pro,False,1,143049,2026-05-21T04:19:21.949165,1313,6948,0.006615915000000001
A_P_run5,A,P,5,phase4_ratings,M5,C,moonshotai/kimi-k2.6,False,1,531270,2026-05-21T04:21:45.029242,1299,9377,0.033674
B_N_run1,B,N,1,phase1_freeresponse,M1,neutral,anthropic/claude-opus-4.7,False,1,16665,2026-05-21T04:30:36.395751,700,716,0.0214
B_N_run1,B,N,1,phase1_freeresponse,M2,neutral,openai/gpt-5.5,False,1,16478,2026-05-21T04:30:53.096807,408,756,0.024720000000000002
B_N_run1,B,N,1,phase1_freeresponse,M3,neutral,google/gemini-3.1-pro-preview,False,1,23510,2026-05-21T04:31:09.605674,418,2333,0.028832
B_N_run1,B,N,1,phase1_freeresponse,M4,neutral,deepseek/deepseek-v4-pro,False,1,27549,2026-05-21T04:31:33.147799,408,840,0.00090828
B_N_run1,B,N,1,phase1_freeresponse,M5,neutral,moonshotai/kimi-k2.6,False,1,70915,2026-05-21T04:32:00.730422,414,3000,0.01077222
B_N_run1,B,N,1,phase3_constructs,M1,neutral,anthropic/claude-opus-4.7,False,1,3402,2026-05-21T04:33:11.677932,984,172,0.00922
B_N_run1,B,N,1,phase3_constructs,M2,neutral,openai/gpt-5.5,False,1,9349,2026-05-21T04:33:15.112049,620,482,0.01756
B_N_run1,B,N,1,phase3_constructs,M3,neutral,google/gemini-3.1-pro-preview,False,1,19402,2026-05-21T04:33:24.504353,619,1996,0.02519
B_N_run1,B,N,1,phase3_constructs,M4,neutral,deepseek/deepseek-v4-pro,False,3,1721,2026-05-21T04:33:43.936845,616,87,0.00034365000000000003
B_N_run1,B,N,1,phase3_constructs,M5,neutral,moonshotai/kimi-k2.5,True,5,107904,2026-05-21T04:36:08.366055,628,5816,0.0113016
B_N_run1,B,N,1,phase4_ratings,M1,neutral,anthropic/claude-opus-4.7,False,1,8256,2026-05-21T04:41:17.859313,1865,783,0.028900000000000002
B_N_run1,B,N,1,phase4_ratings,M2,neutral,openai/gpt-5.5,False,1,27803,2026-05-21T04:41:26.144612,1153,2179,0.071135
B_N_run1,B,N,1,phase4_ratings,M3,neutral,google/gemini-3.1-pro-preview,False,1,17973,2026-05-21T04:41:53.984347,1194,2496,0.03234
B_N_run1,B,N,1,phase4_ratings,M4,neutral,deepseek/deepseek-v4-flash,True,4,46133,2026-05-21T04:42:11.992723,1154,4941,0.001236032
B_N_run1,B,N,1,phase4_ratings,M5,neutral,moonshotai/kimi-k2.6,False,2,467442,2026-05-21T04:46:47.174236,1152,10448,0.03730448
B_N_run2,B,N,2,phase1_freeresponse,M1,neutral,anthropic/claude-opus-4.7,False,1,15708,2026-05-20T20:10:57.078181,700,727,0.021675
B_N_run2,B,N,2,phase1_freeresponse,M2,neutral,openai/gpt-5.5,False,1,16725,2026-05-20T20:11:12.797654,408,639,0.02121
B_N_run2,B,N,2,phase1_freeresponse,M3,neutral,google/gemini-3.1-pro-preview,False,1,18500,2026-05-20T20:11:29.528664,418,1732,0.02162
B_N_run2,B,N,2,phase1_freeresponse,M4,neutral,deepseek/deepseek-v4-pro,False,1,67458,2026-05-20T20:11:48.035132,408,2535,0.00238293
B_N_run2,B,N,2,phase1_freeresponse,M5,neutral,moonshotai/kimi-k2.6,False,1,61356,2026-05-20T20:12:55.499338,413,3000,0.01077149
B_N_run2,B,N,2,phase3_constructs,M1,neutral,anthropic/claude-opus-4.7,False,1,5213,2026-05-20T20:13:56.867251,973,191,0.009640000000000001
B_N_run2,B,N,2,phase3_constructs,M2,neutral,openai/gpt-5.5,False,1,37195,2026-05-20T20:14:02.085488,617,1637,0.052195
B_N_run2,B,N,2,phase3_constructs,M3,neutral,google/gemini-3.1-pro-preview,False,1,16051,2026-05-20T20:14:39.289622,617,1996,0.025186
B_N_run2,B,N,2,phase3_constructs,M4,neutral,deepseek/deepseek-v4-pro,False,1,53598,2026-05-20T20:14:55.351850,616,1898,0.0019192200000000001
B_N_run2,B,N,2,phase3_constructs,M5,neutral,moonshotai/kimi-k2.5,True,4,118086,2026-05-20T20:15:48.956948,626,4003,0.0078561
B_N_run2,B,N,2,phase4_ratings,M1,neutral,anthropic/claude-opus-4.7,False,1,8832,2026-05-20T20:21:09.547066,1871,843,0.03043
B_N_run2,B,N,2,phase4_ratings,M2,neutral,openai/gpt-5.5,False,1,40604,2026-05-20T20:21:18.390494,1179,2433,0.078885
B_N_run2,B,N,2,phase4_ratings,M3,neutral,google/gemini-3.1-pro-preview,False,1,19348,2026-05-20T20:21:59.000884,1222,2496,0.032396
B_N_run2,B,N,2,phase4_ratings,M4,neutral,deepseek/deepseek-v4-pro,False,1,91039,2026-05-20T20:22:18.363197,1176,3204,0.00329904
B_N_run2,B,N,2,phase4_ratings,M5,neutral,moonshotai/kimi-k2.6,False,3,425299,2026-05-20T20:23:49.416081,1171,16726,0.05922857
B_N_run3,B,N,3,phase1_freeresponse,M1,neutral,anthropic/claude-opus-4.7,False,1,14343,2026-05-21T05:17:19.226371,700,680,0.0205
B_N_run3,B,N,3,phase1_freeresponse,M2,neutral,openai/gpt-5.5,False,1,16334,2026-05-21T05:17:33.605858,408,625,0.02079
B_N_run3,B,N,3,phase1_freeresponse,M3,neutral,google/gemini-3.1-pro-preview,False,1,21102,2026-05-21T05:17:49.972916,418,2101,0.026048
B_N_run3,B,N,3,phase1_freeresponse,M4,neutral,deepseek/deepseek-v4-pro,False,1,12603,2026-05-21T05:18:11.113703,408,813,0.0008847900000000001
B_N_run3,B,N,3,phase1_freeresponse,M5,neutral,moonshotai/kimi-k2.6,False,1,14007,2026-05-21T05:18:23.753494,414,2515,0.00907957
