rater,construct,construct_origin,element,rating,left,right
M1,C_M2_3,M2,E2,1,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M1,C_M2_3,M2,E3,5,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M1,C_M2_3,M2,E4,2,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M1,C_M2_3,M2,E5,4,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M1,C_M3_1,M3,E1,2,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M1,C_M3_1,M3,E2,7,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M1,C_M3_1,M3,E3,1,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M1,C_M3_1,M3,E4,6,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M1,C_M3_1,M3,E5,3,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M1,C_M3_2,M3,E1,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M1,C_M3_2,M3,E2,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M1,C_M3_2,M3,E3,1,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M1,C_M3_2,M3,E4,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M1,C_M3_2,M3,E5,7,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M1,C_M4_1,M4,E1,5,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M1,C_M4_1,M4,E2,2,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M1,C_M4_1,M4,E3,4,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M1,C_M4_1,M4,E4,7,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M1,C_M4_1,M4,E5,1,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M1,C_M4_2,M4,E1,2,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M1,C_M4_2,M4,E2,3,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M1,C_M4_2,M4,E3,1,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M1,C_M4_2,M4,E4,4,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M1,C_M4_2,M4,E5,7,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M1,C_M4_3,M4,E1,1,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M1,C_M4_3,M4,E2,3,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M1,C_M4_3,M4,E3,2,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M1,C_M4_3,M4,E4,4,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M1,C_M4_3,M4,E5,7,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M1,C_M5_1,M5,E1,1,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M1,C_M5_1,M5,E2,5,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M1,C_M5_1,M5,E3,2,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M1,C_M5_1,M5,E4,7,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M1,C_M5_1,M5,E5,4,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M1,C_M5_2,M5,E1,7,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M1,C_M5_2,M5,E2,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M1,C_M5_2,M5,E3,6,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M1,C_M5_2,M5,E4,4,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M1,C_M5_2,M5,E5,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M1,C_M5_3,M5,E1,4,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M1,C_M5_3,M5,E2,1,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M1,C_M5_3,M5,E3,7,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M1,C_M5_3,M5,E4,2,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M1,C_M5_3,M5,E5,4,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M2,C_M1_1,M1,E1,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M2,C_M1_1,M1,E2,5,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M2,C_M1_1,M1,E3,4,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M2,C_M1_1,M1,E4,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M2,C_M1_1,M1,E5,7,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M2,C_M1_2,M1,E1,2,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M2,C_M1_2,M1,E2,5,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M2,C_M1_2,M1,E3,1,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M2,C_M1_2,M1,E4,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M2,C_M1_2,M1,E5,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M2,C_M1_3,M1,E1,3,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M2,C_M1_3,M1,E2,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M2,C_M1_3,M1,E3,4,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M2,C_M1_3,M1,E4,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M2,C_M1_3,M1,E5,7,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M2,C_M2_1,M2,E1,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M2,C_M2_1,M2,E2,7,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M2,C_M2_1,M2,E3,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M2,C_M2_1,M2,E4,5,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M2,C_M2_1,M2,E5,4,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M2,C_M2_2,M2,E1,1,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M2,C_M2_2,M2,E2,6,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M2,C_M2_2,M2,E3,1,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M2,C_M2_2,M2,E4,7,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M2,C_M2_2,M2,E5,4,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M2,C_M2_3,M2,E1,7,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M2,C_M2_3,M2,E2,1,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M2,C_M2_3,M2,E3,6,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M2,C_M2_3,M2,E4,1,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M2,C_M2_3,M2,E5,4,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M2,C_M3_1,M3,E1,2,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M2,C_M3_1,M3,E2,7,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M2,C_M3_1,M3,E3,1,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M2,C_M3_1,M3,E4,6,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M2,C_M3_1,M3,E5,4,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M2,C_M3_2,M3,E1,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M2,C_M3_2,M3,E2,1,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M2,C_M3_2,M3,E3,1,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M2,C_M3_2,M3,E4,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M2,C_M3_2,M3,E5,7,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M2,C_M4_1,M4,E1,6,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M2,C_M4_1,M4,E2,2,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M2,C_M4_1,M4,E3,5,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M2,C_M4_1,M4,E4,7,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M2,C_M4_1,M4,E5,1,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M2,C_M4_2,M4,E1,2,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M2,C_M4_2,M4,E2,4,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M2,C_M4_2,M4,E3,1,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M2,C_M4_2,M4,E4,4,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M2,C_M4_2,M4,E5,7,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M2,C_M4_3,M4,E1,1,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M2,C_M4_3,M4,E2,4,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M2,C_M4_3,M4,E3,2,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M2,C_M4_3,M4,E4,3,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M2,C_M4_3,M4,E5,7,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M2,C_M5_1,M5,E1,1,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M2,C_M5_1,M5,E2,5,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M2,C_M5_1,M5,E3,1,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M2,C_M5_1,M5,E4,7,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M2,C_M5_1,M5,E5,4,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M2,C_M5_2,M5,E1,7,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M2,C_M5_2,M5,E2,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M2,C_M5_2,M5,E3,6,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M2,C_M5_2,M5,E4,4,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M2,C_M5_2,M5,E5,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M2,C_M5_3,M5,E1,6,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M2,C_M5_3,M5,E2,1,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M2,C_M5_3,M5,E3,7,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M2,C_M5_3,M5,E4,1,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M2,C_M5_3,M5,E5,4,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M3,C_M1_1,M1,E1,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M3,C_M1_1,M1,E2,4,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M3,C_M1_1,M1,E3,6,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M3,C_M1_1,M1,E4,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M3,C_M1_1,M1,E5,7,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M3,C_M1_2,M1,E1,1,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M3,C_M1_2,M1,E2,6,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M3,C_M1_2,M1,E3,1,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_1,M1,E1,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M4,C_M1_1,M1,E2,6,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M4,C_M1_1,M1,E3,7,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M4,C_M1_1,M1,E4,2,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M4,C_M1_1,M1,E5,7,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M4,C_M1_2,M1,E1,5,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_2,M1,E2,5,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_2,M1,E3,1,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_2,M1,E4,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_2,M1,E5,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M4,C_M1_3,M1,E1,4,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M4,C_M1_3,M1,E2,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M4,C_M1_3,M1,E3,4,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M4,C_M1_3,M1,E4,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M4,C_M1_3,M1,E5,7,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M4,C_M2_1,M2,E1,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M4,C_M2_1,M2,E2,7,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M4,C_M2_1,M2,E3,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M4,C_M2_1,M2,E4,4,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M4,C_M2_1,M2,E5,5,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M4,C_M2_2,M2,E1,1,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M4,C_M2_2,M2,E2,6,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M4,C_M2_2,M2,E3,1,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M4,C_M2_2,M2,E4,7,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M4,C_M2_2,M2,E5,4,Anti-capability-race capital discipline (E1/E3),Workflow-state-machine value mechanics (E4)
M4,C_M2_3,M2,E1,7,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M4,C_M2_3,M2,E2,1,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M4,C_M2_3,M2,E3,4,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M4,C_M2_3,M2,E4,1,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M4,C_M2_3,M2,E5,4,Workflow-layer value transformation (E2/E4),Product-layer innovation race skepticism (E1)
M4,C_M3_1,M3,E1,2,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M4,C_M3_1,M3,E2,7,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M4,C_M3_1,M3,E3,1,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M4,C_M3_1,M3,E4,7,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M4,C_M3_1,M3,E5,2,Capability advantage is strictly bound by absolute capital volume,Capability advantage is strictly bound by existing user workflows
M4,C_M3_2,M3,E1,1,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M4,C_M3_2,M3,E2,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M4,C_M3_2,M3,E3,1,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M4,C_M3_2,M3,E4,2,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M4,C_M3_2,M3,E5,7,Optimizing system state for enterprise market survival and commercial value,Optimizing system state for harm reduction and employee livelihood protection
M4,C_M4_1,M4,E1,6,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M4,C_M4_1,M4,E2,1,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M4,C_M4_1,M4,E3,3,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M4,C_M4_1,M4,E4,7,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M4,C_M4_1,M4,E5,1,Prioritizes protecting existing stakeholders and relationships,Prioritizes abstract structural or mechanistic analysis
M4,C_M4_2,M4,E1,1,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M4,C_M4_2,M4,E2,2,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M4,C_M4_2,M4,E3,1,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M4,C_M4_2,M4,E4,2,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M4,C_M4_2,M4,E5,7,Prioritizes risk mitigation and capital preservation,Prioritizes employee dignity and ethical responsibility
M4,C_M4_3,M4,E1,1,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M4,C_M4_3,M4,E2,5,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M4,C_M4_3,M4,E3,2,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M4,C_M4_3,M4,E4,4,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M4,C_M4_3,M4,E5,7,Prioritizes strategic skepticism and avoiding hype-driven bets,Prioritizes reducing harm to vulnerable employees and customers
M4,C_M5_1,M5,E1,1,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M4,C_M5_1,M5,E2,5,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M4,C_M5_1,M5,E3,1,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M4,C_M5_1,M5,E4,7,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M4,C_M5_1,M5,E5,4,"Reject unwinnable capability race (E1, E3)",Abstract product-state mechanics (E4)
M4,C_M5_2,M5,E1,7,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M4,C_M5_2,M5,E2,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M4,C_M5_2,M5,E3,4,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M4,C_M5_2,M5,E4,4,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M4,C_M5_2,M5,E5,1,"Aggressive AI capability investment (E2, E5)",Reject AI panic allocation (E1)
M4,C_M5_3,M5,E1,4,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M4,C_M5_3,M5,E2,1,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M4,C_M5_3,M5,E3,7,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M4,C_M5_3,M5,E4,1,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M4,C_M5_3,M5,E5,4,"Product-workflow mechanism focus (E2, E4)",Capital-runway preservation logic (E3)
M5,C_M1_1,M1,E1,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M5,C_M1_1,M1,E2,5,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M5,C_M1_1,M1,E3,6,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M5,C_M1_1,M1,E4,1,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M5,C_M1_1,M1,E5,7,"E1, E4 — reframe the problem before recommending action",E5 — accept brief and prescribe a listed option
M5,C_M1_2,M1,E1,4,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M5,C_M1_2,M1,E2,5,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M5,C_M1_2,M1,E3,1,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M5,C_M1_2,M1,E4,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M5,C_M1_2,M1,E5,7,E3 — expected-value reasoning under capital/runway constraints,"E4, E5 — first-principles or normative reasoning from fixed premises"
M5,C_M1_3,M1,E1,4,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M5,C_M1_3,M1,E2,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M5,C_M1_3,M1,E3,4,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M5,C_M1_3,M1,E4,1,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M5,C_M1_3,M1,E5,7,"E2, E4 — anchor on product/workflow mechanism of value",E5 — anchor on stakeholder welfare and human capital
M5,C_M2_1,M2,E1,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M5,C_M2_1,M2,E2,7,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M5,C_M2_1,M2,E3,1,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M5,C_M2_1,M2,E4,4,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
M5,C_M2_1,M2,E5,6,Anti-capability-race capital discipline (E1/E3),Installed-base product integration leverage (E2)
