rater,construct,construct_origin,element,rating,left,right
M1,C_M4_3,M4,E3,7,Compute-based capability licensing,Rights-based due process governance
M1,C_M4_3,M4,E4,1,Compute-based capability licensing,Rights-based due process governance
M1,C_M4_3,M4,E5,1,Compute-based capability licensing,Rights-based due process governance
M1,C_M5_1,M5,E1,1,Procedural rights implementation,Ex-ante technical gatekeeping
M1,C_M5_1,M5,E2,4,Procedural rights implementation,Ex-ante technical gatekeeping
M1,C_M5_1,M5,E3,1,Procedural rights implementation,Ex-ante technical gatekeeping
M1,C_M5_1,M5,E4,7,Procedural rights implementation,Ex-ante technical gatekeeping
M1,C_M5_1,M5,E5,7,Procedural rights implementation,Ex-ante technical gatekeeping
M1,C_M5_2,M5,E1,3,Preventive governance structures,Ex-post accountability mechanism
M1,C_M5_2,M5,E2,7,Preventive governance structures,Ex-post accountability mechanism
M1,C_M5_2,M5,E3,3,Preventive governance structures,Ex-post accountability mechanism
M1,C_M5_2,M5,E4,1,Preventive governance structures,Ex-post accountability mechanism
M1,C_M5_2,M5,E5,1,Preventive governance structures,Ex-post accountability mechanism
M1,C_M5_3,M5,E1,6,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M1,C_M5_3,M5,E2,2,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M1,C_M5_3,M5,E3,7,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M1,C_M5_3,M5,E4,1,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M1,C_M5_3,M5,E5,2,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M2,C_M2_1,M2,E1,1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M2,C_M2_1,M2,E2,7,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M2,C_M2_1,M2,E3,1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M2,C_M2_1,M2,E4,4,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M2,C_M2_1,M2,E5,4,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M2,C_M2_2,M2,E1,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M2,C_M2_2,M2,E2,7,Domestic implementability through existing law,Geopolitical agility via liability rules
M2,C_M2_2,M2,E3,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M2,C_M2_2,M2,E4,5,Domestic implementability through existing law,Geopolitical agility via liability rules
M2,C_M2_2,M2,E5,4,Domestic implementability through existing law,Geopolitical agility via liability rules
M2,C_M2_3,M2,E1,6,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M2,C_M2_3,M2,E2,1,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M2,C_M2_3,M2,E3,7,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M2,C_M2_3,M2,E4,1,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M2,C_M2_3,M2,E5,2,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M2,C_M4_1,M4,E1,3,Ex ante capability thresholds,Ex post outcomes liability
M2,C_M4_1,M4,E2,7,Ex ante capability thresholds,Ex post outcomes liability
M2,C_M4_1,M4,E3,3,Ex ante capability thresholds,Ex post outcomes liability
M2,C_M4_1,M4,E4,1,Ex ante capability thresholds,Ex post outcomes liability
M2,C_M4_1,M4,E5,1,Ex ante capability thresholds,Ex post outcomes liability
M2,C_M4_2,M4,E1,2,Proactive administrative governance,Reactive liability litigation
M2,C_M4_2,M4,E2,7,Proactive administrative governance,Reactive liability litigation
M2,C_M4_2,M4,E3,2,Proactive administrative governance,Reactive liability litigation
M2,C_M4_2,M4,E4,1,Proactive administrative governance,Reactive liability litigation
M2,C_M4_2,M4,E5,1,Proactive administrative governance,Reactive liability litigation
M2,C_M4_3,M4,E1,7,Compute-based capability licensing,Rights-based due process governance
M2,C_M4_3,M4,E2,4,Compute-based capability licensing,Rights-based due process governance
M2,C_M4_3,M4,E3,7,Compute-based capability licensing,Rights-based due process governance
M2,C_M4_3,M4,E4,1,Compute-based capability licensing,Rights-based due process governance
M2,C_M4_3,M4,E5,1,Compute-based capability licensing,Rights-based due process governance
M2,C_M5_1,M5,E1,1,Procedural rights implementation,Ex-ante technical gatekeeping
M2,C_M5_1,M5,E2,4,Procedural rights implementation,Ex-ante technical gatekeeping
M2,C_M5_1,M5,E3,1,Procedural rights implementation,Ex-ante technical gatekeeping
M2,C_M5_1,M5,E4,7,Procedural rights implementation,Ex-ante technical gatekeeping
M2,C_M5_1,M5,E5,7,Procedural rights implementation,Ex-ante technical gatekeeping
M2,C_M5_2,M5,E1,2,Preventive governance structures,Ex-post accountability mechanism
M2,C_M5_2,M5,E2,7,Preventive governance structures,Ex-post accountability mechanism
M2,C_M5_2,M5,E3,2,Preventive governance structures,Ex-post accountability mechanism
M2,C_M5_2,M5,E4,1,Preventive governance structures,Ex-post accountability mechanism
M2,C_M5_2,M5,E5,1,Preventive governance structures,Ex-post accountability mechanism
M2,C_M5_3,M5,E1,7,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M2,C_M5_3,M5,E2,1,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M2,C_M5_3,M5,E3,7,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M2,C_M5_3,M5,E4,1,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M2,C_M5_3,M5,E5,2,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M3,C_M2_1,M2,E1,1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M3,C_M2_1,M2,E2,7,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M3,C_M2_1,M2,E3,1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M3,C_M2_1,M2,E4,4,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M3,C_M2_1,M2,E5,4,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M3,C_M2_2,M2,E1,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M3,C_M2_2,M2,E2,7,Domestic implementability through existing law,Geopolitical agility via liability rules
M3,C_M2_2,M2,E3,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_1,M2,E1,2,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M4,C_M2_1,M2,E2,7,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M4,C_M2_1,M2,E3,2,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M4,C_M2_1,M2,E4,3,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M4,C_M2_1,M2,E5,3,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism
M4,C_M2_2,M2,E1,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_2,M2,E2,7,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_2,M2,E3,1,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_2,M2,E4,4,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_2,M2,E5,4,Domestic implementability through existing law,Geopolitical agility via liability rules
M4,C_M2_3,M2,E1,6,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M4,C_M2_3,M2,E2,1,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M4,C_M2_3,M2,E3,6,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M4,C_M2_3,M2,E4,2,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M4,C_M2_3,M2,E5,2,Geopolitical leverage against superpowers,Domestic legal-institutional credibility
M4,C_M4_1,M4,E1,4,Ex ante capability thresholds,Ex post outcomes liability
M4,C_M4_1,M4,E2,7,Ex ante capability thresholds,Ex post outcomes liability
M4,C_M4_1,M4,E3,4,Ex ante capability thresholds,Ex post outcomes liability
M4,C_M4_1,M4,E4,1,Ex ante capability thresholds,Ex post outcomes liability
M4,C_M4_1,M4,E5,1,Ex ante capability thresholds,Ex post outcomes liability
M4,C_M4_2,M4,E1,3,Proactive administrative governance,Reactive liability litigation
M4,C_M4_2,M4,E2,7,Proactive administrative governance,Reactive liability litigation
M4,C_M4_2,M4,E3,3,Proactive administrative governance,Reactive liability litigation
M4,C_M4_2,M4,E4,1,Proactive administrative governance,Reactive liability litigation
M4,C_M4_2,M4,E5,1,Proactive administrative governance,Reactive liability litigation
M4,C_M4_3,M4,E1,7,Compute-based capability licensing,Rights-based due process governance
M4,C_M4_3,M4,E2,4,Compute-based capability licensing,Rights-based due process governance
M4,C_M4_3,M4,E3,7,Compute-based capability licensing,Rights-based due process governance
M4,C_M4_3,M4,E4,1,Compute-based capability licensing,Rights-based due process governance
M4,C_M4_3,M4,E5,1,Compute-based capability licensing,Rights-based due process governance
M4,C_M5_1,M5,E1,1,Procedural rights implementation,Ex-ante technical gatekeeping
M4,C_M5_1,M5,E2,4,Procedural rights implementation,Ex-ante technical gatekeeping
M4,C_M5_1,M5,E3,1,Procedural rights implementation,Ex-ante technical gatekeeping
M4,C_M5_1,M5,E4,7,Procedural rights implementation,Ex-ante technical gatekeeping
M4,C_M5_1,M5,E5,7,Procedural rights implementation,Ex-ante technical gatekeeping
M4,C_M5_2,M5,E1,3,Preventive governance structures,Ex-post accountability mechanism
M4,C_M5_2,M5,E2,7,Preventive governance structures,Ex-post accountability mechanism
M4,C_M5_2,M5,E3,3,Preventive governance structures,Ex-post accountability mechanism
M4,C_M5_2,M5,E4,1,Preventive governance structures,Ex-post accountability mechanism
M4,C_M5_2,M5,E5,1,Preventive governance structures,Ex-post accountability mechanism
M4,C_M5_3,M5,E1,7,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M4,C_M5_3,M5,E2,1,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M4,C_M5_3,M5,E3,7,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M4,C_M5_3,M5,E4,2,Geopolitical influence maximization,Multi-jurisdictional legal implementability
M4,C_M5_3,M5,E5,2,Geopolitical influence maximization,Multi-jurisdictional legal implementability
