rater,construct,construct_origin,element,rating,left,right
M1,C_M2_2,M2,E3,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M1,C_M2_2,M2,E4,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M1,C_M2_2,M2,E5,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M1,C_M2_3,M2,E1,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M1,C_M2_3,M2,E2,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M1,C_M2_3,M2,E3,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M1,C_M2_3,M2,E4,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M1,C_M2_3,M2,E5,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M1,C_M3_1,M3,E1,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M1,C_M3_1,M3,E2,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M1,C_M3_1,M3,E3,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M1,C_M3_1,M3,E4,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M1,C_M3_1,M3,E5,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M1,C_M3_2,M3,E1,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M1,C_M3_2,M3,E2,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M1,C_M3_2,M3,E3,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M1,C_M3_2,M3,E4,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M1,C_M3_2,M3,E5,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M1,C_M4_1,M4,E1,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M1,C_M4_1,M4,E2,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M1,C_M4_1,M4,E3,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M1,C_M4_1,M4,E4,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M1,C_M4_1,M4,E5,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M1,C_M4_2,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_2,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_2,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_2,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_2,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_3,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_3,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_3,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_3,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M4_3,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M1,C_M5_1,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_1,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_1,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_1,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_1,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_2,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_2,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_2,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_2,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_2,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_3,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_3,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_3,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_3,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M1,C_M5_3,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M1_1,M1,E1,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M2,C_M1_1,M1,E2,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M2,C_M1_1,M1,E3,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M2,C_M1_1,M1,E4,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M2,C_M1_1,M1,E5,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M2,C_M1_2,M1,E1,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M2,C_M1_2,M1,E2,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M2,C_M1_2,M1,E3,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M2,C_M1_2,M1,E4,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M2,C_M1_2,M1,E5,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M2,C_M1_3,M1,E1,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M2,C_M1_3,M1,E2,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M2,C_M1_3,M1,E3,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M2,C_M1_3,M1,E4,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M2,C_M1_3,M1,E5,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M2,C_M2_1,M2,E1,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M2,C_M2_1,M2,E2,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M2,C_M2_1,M2,E3,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M2,C_M2_1,M2,E4,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M2,C_M2_1,M2,E5,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M2,C_M2_2,M2,E1,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M2,C_M2_2,M2,E2,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M2,C_M2_2,M2,E3,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M2,C_M2_2,M2,E4,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M2,C_M2_2,M2,E5,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M2,C_M2_3,M2,E1,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M2,C_M2_3,M2,E2,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M2,C_M2_3,M2,E3,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M2,C_M2_3,M2,E4,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M2,C_M2_3,M2,E5,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M2,C_M3_1,M3,E1,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M2,C_M3_1,M3,E2,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M2,C_M3_1,M3,E3,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M2,C_M3_1,M3,E4,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M2,C_M3_1,M3,E5,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M2,C_M3_2,M3,E1,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M2,C_M3_2,M3,E2,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M2,C_M3_2,M3,E3,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M2,C_M3_2,M3,E4,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M2,C_M3_2,M3,E5,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M2,C_M4_1,M4,E1,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M2,C_M4_1,M4,E2,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M2,C_M4_1,M4,E3,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M2,C_M4_1,M4,E4,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M2,C_M4_1,M4,E5,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M2,C_M4_2,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_2,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_2,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_2,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_2,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_3,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_3,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_3,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_3,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M4_3,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M2,C_M5_1,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_1,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_1,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_1,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_1,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_2,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_2,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_2,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_2,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_2,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_3,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_3,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_3,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_3,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M2,C_M5_3,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M3,C_M1_1,M1,E1,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M3,C_M1_1,M1,E2,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M3,C_M1_1,M1,E3,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M3,C_M1_1,M1,E4,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M3,C_M1_1,M1,E5,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M3,C_M1_2,M1,E1,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M3,C_M1_2,M1,E2,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M3,C_M1_2,M1,E3,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M3,C_M1_2,M1,E4,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M3,C_M1_2,M1,E5,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M3,C_M1_3,M1,E1,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M3,C_M1_3,M1,E2,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M3,C_M1_3,M1,E3,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M3,C_M1_3,M1,E4,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M3,C_M1_3,M1,E5,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M3,C_M2_1,M2,E1,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M3,C_M2_1,M2,E2,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M3,C_M2_1,M2,E3,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M3,C_M2_1,M2,E4,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M3,C_M2_1,M2,E5,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M3,C_M2_2,M2,E1,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M3,C_M2_2,M2,E2,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M3,C_M2_2,M2,E3,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M1_1,M1,E1,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M4,C_M1_1,M1,E2,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M4,C_M1_1,M1,E3,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M4,C_M1_1,M1,E4,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M4,C_M1_1,M1,E5,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M4,C_M1_2,M1,E1,2,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M4,C_M1_2,M1,E2,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M4,C_M1_2,M1,E3,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M4,C_M1_2,M1,E4,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M4,C_M1_2,M1,E5,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M4,C_M1_3,M1,E1,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M4,C_M1_3,M1,E2,6,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M4,C_M1_3,M1,E3,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M4,C_M1_3,M1,E4,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M4,C_M1_3,M1,E5,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M4,C_M2_1,M2,E1,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M4,C_M2_1,M2,E2,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M4,C_M2_1,M2,E3,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M4,C_M2_1,M2,E4,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M4,C_M2_1,M2,E5,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M4,C_M2_2,M2,E1,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M2_2,M2,E2,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M2_2,M2,E3,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M2_2,M2,E4,1,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M2_2,M2,E5,7,Layoff-centered trust rupture diagnosis,Process-driven leadership mismatch diagnosis
M4,C_M2_3,M2,E1,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M4,C_M2_3,M2,E2,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M4,C_M2_3,M2,E3,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M4,C_M2_3,M2,E4,1,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M4,C_M2_3,M2,E5,7,Post-layoff psychological safety erosion,Scaling inflection leadership mismatch
M4,C_M3_1,M3,E1,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M4,C_M3_1,M3,E2,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M4,C_M3_1,M3,E3,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M4,C_M3_1,M3,E4,1,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M4,C_M3_1,M3,E5,7,Identifies loss of psychological safety as the primary diagnosis,Identifies a leadership style mismatch as the primary diagnosis
M4,C_M3_2,M3,E1,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M4,C_M3_2,M3,E2,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M4,C_M3_2,M3,E3,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M4,C_M3_2,M3,E4,1,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M4,C_M3_2,M3,E5,7,Attributes team decline to a discrete traumatic organizational event,Attributes team decline to gradual organizational scaling and maturation
M4,C_M4_1,M4,E1,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M4,C_M4_1,M4,E2,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M4,C_M4_1,M4,E3,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M4,C_M4_1,M4,E4,1,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M4,C_M4_1,M4,E5,7,Root cause: psychological safety loss post-layoff,Root cause: leadership style misfit with team scale
M4,C_M4_2,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_2,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_2,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_2,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_2,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_3,M4,E1,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_3,M4,E2,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_3,M4,E3,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_3,M4,E4,7,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M4_3,M4,E5,1,Root cause: leadership style misfit with team scale,Root cause: psychological safety loss post-layoff
M4,C_M5_1,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_1,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_1,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_1,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_1,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_2,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_2,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_2,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_2,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_2,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_3,M5,E1,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_3,M5,E2,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_3,M5,E3,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_3,M5,E4,1,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M4,C_M5_3,M5,E5,7,Acute post-layoff psychological safety collapse,Maturation-phase leadership system mismatch
M5,C_M1_1,M1,E1,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M5,C_M1_1,M1,E2,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M5,C_M1_1,M1,E3,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M5,C_M1_1,M1,E4,1,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M5,C_M1_1,M1,E5,7,"E1, E2 — post-layoff trust collapse diagnosis",E3 — leadership-style/scaling mismatch diagnosis
M5,C_M1_2,M1,E1,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M5,C_M1_2,M1,E2,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M5,C_M1_2,M1,E3,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M5,C_M1_2,M1,E4,1,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M5,C_M1_2,M1,E5,7,"E2, E4 — post-layoff psychological safety erosion",E3 — outgrown leadership operating model
M5,C_M1_3,M1,E1,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M5,C_M1_3,M1,E2,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M5,C_M1_3,M1,E3,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M5,C_M1_3,M1,E4,7,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M5,C_M1_3,M1,E5,1,"E3, E5 — structural scaling and leadership mismatch",E1 — event-triggered social contract rupture
M5,C_M2_1,M2,E1,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M5,C_M2_1,M2,E2,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M5,C_M2_1,M2,E3,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M5,C_M2_1,M2,E4,1,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
M5,C_M2_1,M2,E5,7,Layoff-triggered psychological safety collapse,Scaling-driven leadership style mismatch
